first_name,second_name,web_name,position,team,proj_points_next_5,proj_points_next_6,chance_of_playing_this_round,chance_of_playing_next_round,news,now_cost,selected_by_percent,value_form,value_season,total_points,event_points,points_per_game,form,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,creativity,threat,ict_index,minutes,goals_scored,assists,clean_sheets,goals_conceded,starts,defensive_contribution,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries,defcon_points,GW39_proj_points,GW40_proj_points,GW41_proj_points,GW42_proj_points,GW43_proj_points,GW44_proj_points,GW39_opp,GW40_opp,GW41_opp,GW42_opp,GW43_opp,GW44_opp,defcon_actions,defcon_actions_per_90,name,season_stats_gw
Charlie,Gray,Gray,Midfielder,MCI,8.975035927119471,11.494947938044994,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1997417689226135,2.9219792752857225,1.1940458522405106,1.7197454733194266,1.9395235573511993,2.519912010925523,,,,,,,0.0,0.0,Man City,38
Reigan,Heskey,Heskey,Midfielder,MCI,8.975035927119471,11.494947938044994,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1997417689226135,2.9219792752857225,1.1940458522405106,1.7197454733194266,1.9395235573511993,2.519912010925523,,,,,,,0.0,0.0,Man City,38
Jack,Whittaker,Whittaker,Midfielder,SUN,9.183739912303398,11.477448105101558,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0303791487843466,2.464909112723778,1.3619263129638415,1.5734231005784074,2.7531022372530245,2.2937081927981597,,,,,,,0.0,0.0,Sunderland,38
Jaydon,Jones,Jones,Midfielder,SUN,9.183739912303398,11.477448105101558,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0303791487843466,2.464909112723778,1.3619263129638415,1.5734231005784074,2.7531022372530245,2.2937081927981597,,,,,,,0.0,0.0,Sunderland,38
Jean-Ricner,Bellegarde,Bellegarde,Midfielder,WOL,9.359776312302014,11.454338041768349,100.0,100.0,,5.1,0.0,0.0,8.6,44,0,1.7,0.0,0.08,0.08,0.16,,195.4,210.3,145.0,54.6,0.0,1,1,3,30,15,0.0,0.0,0.0,0.0,0.0,0.0,1.6216664378586423,1.9033143416683616,2.1911482548544132,1.4938937956151466,2.1497534823054503,2.094561729466334,,,,,,,0.0,0.0,Wolves,38
Oliver,Pimlott,Pimlott,Midfielder,BUR,8.963668720298298,11.421689962039043,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1852795703263284,2.853349326492063,1.2064120311973838,1.687288050191096,2.031339742091427,2.4580212417407448,,,,,,,0.0,0.0,Burnley,38
Kian,McMahon-Brown,McMahon-Brown,Midfielder,BUR,8.963668720298298,11.421689962039043,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1852795703263284,2.853349326492063,1.2064120311973838,1.687288050191096,2.031339742091427,2.4580212417407448,,,,,,,0.0,0.0,Burnley,38
George,Brierley,Brierley,Midfielder,BUR,8.963668720298298,11.421689962039043,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1852795703263284,2.853349326492063,1.2064120311973838,1.687288050191096,2.031339742091427,2.4580212417407448,,,,,,,0.0,0.0,Burnley,38
Keiber,Lamadrid,Lamadrid,Midfielder,WHU,8.923007327606427,11.402295313286476,,,,5.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.2544163285277903,2.8013195831437208,1.2309403363484792,1.7104368694108285,1.925894210175609,2.47928798568005,,,,,,,0.0,0.0,West Ham,38
Amine,Adli,Adli,Midfielder,BOU,9.333850263274522,11.398407245003252,,,,5.4,0.2,0.0,12.4,67,1,2.2,0.0,0.22,0.14,0.36,,272.6,235.9,260.0,76.1,17.0,3,2,3,17,10,3.0,15.882352941176471,2.0,1.0,0.0,0.0,1.6659984770503198,1.9746105155485663,2.1027614301282105,1.6374226573382133,1.9530571832092127,2.06455698172873,,,,,,,3.0,15.882352941176471,Bournemouth,38
Benoît,Badiashile Mukinayi,B.Badiashile,Defender,CHE,8.652532516948156,11.379911713287374,100.0,100.0,,4.4,0.0,0.0,1.6,7,0,0.9,0.0,0.0,0.01,0.01,,102.8,7.9,2.0,11.4,0.0,0,0,0,10,6,0.0,0.0,0.0,0.0,0.0,0.0,1.365378961949557,1.9176469631603419,1.642967486796758,1.6850292605700825,2.041509844471416,2.7273791963392178,,,,,,,0.0,0.0,Chelsea,38
Zach,Abbott,Abbott,Defender,NFO,8.648119339021866,11.353722443365744,100.0,100.0,,3.8,0.2,0.0,0.8,3,0,1.0,0.0,0.0,0.01,0.01,,25.4,6.4,0.0,3.2,0.0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,1.28876103679349,1.9430093206487462,1.4736870313692187,1.8136594059361306,2.129002544274281,2.705603104343877,,,,,,,0.0,0.0,Nott'm Forest,38
Lucas Estella,Perri,Perri,Goalkeeper,LEE,8.866237176201292,11.33252475983803,100.0,100.0,,4.4,0.3,0.0,9.8,43,0,2.7,0.0,0.0,0.0,0.0,,322.4,0.0,0.0,32.2,0.0,0,0,3,29,16,0.0,0.0,0.0,0.0,0.0,0.0,1.5191613843417728,1.9949309173145013,1.7124260975088863,1.581584662118696,2.0581341149174355,2.4662875836367384,,,,,,,0.0,0.0,Leeds,38
Ethan,Pinnock,Pinnock,Defender,BRE,8.817921346856824,11.330421215458554,100.0,100.0,,4.2,0.1,0.0,3.3,14,0,3.5,0.0,0.0,0.02,0.02,,88.6,1.2,33.0,12.3,0.0,0,0,1,5,4,0.0,0.0,0.0,0.0,0.0,0.0,1.3672142241851946,1.901897970256952,1.745933862500546,1.370376988049382,2.432498301864749,2.5124998686017292,,,,,,,0.0,0.0,Brentford,38
Harrison,Armstrong,Armstrong,Midfielder,EVE,9.142275374040338,11.300486547812266,100.0,100.0,,4.5,0.1,0.0,4.7,21,1,1.6,0.0,0.14,0.04,0.18,,60.0,69.7,78.0,21.0,28.0,0,0,1,11,6,0.0,0.0,0.0,0.0,0.0,0.0,1.9828161312743295,1.7538347672381753,1.9145806366109284,1.3712337625599647,2.1198100763569414,2.1582111737719285,,,,,,,0.0,0.0,Everton,38
Enso,González Medina,Gonzalez,Midfielder,WOL,8.816109929420513,11.293050416444917,,,,4.3,1.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.039256900266222,2.3698219025191047,1.7014457004503958,1.7461033741163572,1.9594820520684342,2.476940487024404,,,,,,,0.0,0.0,Wolves,38
Andre,Harriman-Annous,Harriman-Annous,Midfielder,ARS,8.811524988555059,11.274100668266154,,,,4.4,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0734231727111054,2.43837763336285,1.6855399600310037,1.7316241099390712,1.8825601125110283,2.4625756797110956,,,,,,,0.0,0.0,Arsenal,38
Sam,Alabi,Alabi,Midfielder,NEW,8.803821348009686,11.262402264515856,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.07028767484547,2.427189800062192,1.6921596506519254,1.7316241099390712,1.8825601125110283,2.458580916506169,,,,,,,0.0,0.0,Newcastle,38
Freddie,Potts,Potts,Midfielder,WHU,9.484481596336417,11.256212253366066,100.0,100.0,,4.3,0.5,0.0,8.6,37,0,1.7,0.0,0.02,0.08,0.1,,191.2,141.3,37.0,37.1,0.0,0,1,1,25,12,0.0,0.0,0.0,0.0,0.0,0.0,1.563251453707077,1.9686013929786539,1.7717018937636777,2.0413483954093286,2.13957846047768,1.7717306570296487,,,,,,,0.0,0.0,West Ham,38
Coby,Ebere,Ebere,Midfielder,EVE,8.799015877472048,11.254086313482741,,,,4.4,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0764732867125173,2.427189800062192,1.6855399600310037,1.7316241099390712,1.8781887207272625,2.4550704360106925,,,,,,,0.0,0.0,Everton,38
Callum,Olusesi,Olusesi,Midfielder,TOT,8.861809322152816,11.250551372462084,,,,4.3,0.2,0.0,0.2,1,0,1.0,0.0,0.0,0.06,0.06,,0.6,1.8,0.0,0.2,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0608813137701518,2.7355240716000107,1.2296212109714282,1.8079695783281784,2.0278131474830463,2.3887420503092684,,,,,,,0.0,0.0,Spurs,38
Mitoma,Kaoru,Mitoma,Midfielder,BHA,7.409686492074653,11.247194835937705,0.0,0.0,Hamstring injury - Expected back 01 Jun,6.1,1.9,0.0,10.2,62,0,2.5,0.0,0.21,0.14,0.35,,288.4,422.3,416.0,112.3,0.0,3,1,5,20,19,0.0,0.0,0.0,0.0,0.0,0.0,0.3199923709835115,0.8949974107754564,1.524707852816418,2.2668996604932277,2.4030891970060395,3.8375083438630524,,,,,,,0.0,0.0,Brighton,38
Enes,Ünal,Enes Ünal,Forward,BOU,9.843749753585358,11.240688214347339,100.0,100.0,,5.4,0.0,0.0,5.0,27,1,1.2,0.0,0.84,0.03,0.87,,70.2,25.0,104.0,19.1,17.0,1,0,0,3,0,1.0,5.294117647058823,0.0,1.0,0.0,0.0,2.3816420231113367,2.592783347173164,1.465438957797673,1.8033755435546055,1.6005098819485806,1.3969384607619806,,,,,,,1.0,5.294117647058823,Bournemouth,38
João Victor,de Souza Menezes,Souza,Defender,TOT,8.953877318014255,11.216684933566443,,,,4.0,0.0,0.0,0.8,3,0,0.8,0.0,0.01,0.02,0.03,,12.8,31.9,17.0,6.2,0.0,0,0,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,1.09193784619917,2.732872595133351,1.337375513010133,1.770542775146235,2.021148588525366,2.2628076155521875,,,,,,,0.0,0.0,Spurs,38
Jesse,Derry,Derry,Midfielder,CHE,8.592327368678657,11.207874312771102,100.0,100.0,,4.5,0.0,0.0,0.2,1,0,1.0,0.0,0.2,0.04,0.24,,4.6,6.4,25.0,3.6,0.0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.4760007716787003,1.7677417817297685,1.7240742315392699,1.7921758345708587,1.83233474916006,2.6155469440924453,,,,,,,0.0,0.0,Chelsea,38
John Victor,Maciel Furtado,John,Goalkeeper,NFO,8.478042367999869,11.202624612232647,100.0,100.0,,4.0,0.3,0.0,2.8,11,0,2.2,0.0,0.0,0.0,0.0,,56.4,0.0,0.0,5.7,0.0,0,0,1,8,5,0.0,0.0,0.0,0.0,0.0,0.0,1.3390745519197904,2.2412391378467356,1.4356541950637622,1.382390242371419,2.0796842407981626,2.7245822442327787,,,,,,,0.0,0.0,Nott'm Forest,38
Jim,Thwaites,Thwaites,Midfielder,MUN,8.743968625531618,11.199039061542312,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0709988299212476,2.427189800062192,1.6920140409481983,1.7316241099390712,1.82214184466091,2.4550704360106925,,,,,,,0.0,0.0,Man Utd,38
Seung-Soo,Park,Seung soo,Midfielder,NEW,8.648503368185905,11.183112220288779,,,,4.3,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0590220857481931,2.296389525996517,1.6815980392096392,1.7354121529672315,1.8760815642643227,2.5346088521028736,,,,,,,0.0,0.0,Newcastle,38
Dário,Luís Essugo,D.Essugo,Midfielder,CHE,8.412868760759752,11.182997314823067,100.0,100.0,,4.3,0.1,0.0,0.2,1,0,0.3,0.0,0.0,0.03,0.03,,11.4,2.1,2.0,1.6,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.4473142686803415,1.6353454117670099,1.7787052632867018,1.634011684919379,1.9174921321063196,2.7701285540633163,,,,,,,0.0,0.0,Chelsea,38
Melker,Ellborg,Ellborg,Goalkeeper,SUN,9.077097510383263,11.170304825701422,,,,4.0,0.1,0.0,4.0,16,0,5.3,0.0,0.0,0.01,0.01,,73.6,0.0,0.0,7.4,0.0,0,0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0244389892795172,2.584945349501355,1.3835441799730375,1.4824652703014143,2.601703721327938,2.0932073153181587,,,,,,,0.0,0.0,Sunderland,38
Sam,Byram,Byram,Defender,LEE,9.015354028249288,11.154507598718869,,,,3.7,0.4,0.0,0.5,2,0,1.0,0.0,0.0,0.0,0.0,,5.4,0.0,0.0,0.5,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9589760524331261,2.2057969242620756,1.934461885960482,1.9394088396231397,1.976710325970464,2.139153570469582,,,,,,,0.0,0.0,Leeds,38
Bendito,Mantato,Bendito Mantato,Midfielder,MUN,8.792530836523571,11.126969610578474,,,,4.5,0.0,0.0,0.2,1,0,1.0,0.0,0.0,0.06,0.06,,2.2,11.7,0.0,1.4,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.050801449035214,2.438505027341522,1.5902369038965225,1.7406120573942203,1.9723753988560917,2.334438774054902,,,,,,,0.0,0.0,Man Utd,38
Abdoullah,Ba,Ba,Midfielder,SUN,8.825646190239675,11.115725656224805,,,,4.3,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0161080341446271,2.3239196358878385,1.3494266880912655,1.5696289333933504,2.5665628987225944,2.29007946598513,,,,,,,0.0,0.0,Sunderland,38
Dilane,Bakwa,Bakwa,Midfielder,NFO,9.213747013337118,11.097754441684295,100.0,100.0,,5.9,0.0,0.0,4.4,26,0,1.9,0.0,0.09,0.17,0.26,,86.4,178.8,95.0,35.6,0.0,0,2,2,10,6,0.0,0.0,0.0,0.0,0.0,0.0,1.7439352897072973,1.7666397136021808,1.946464267644095,1.8026251178126274,1.954082624570918,1.8840074283471764,,,,,,,0.0,0.0,Nott'm Forest,38
Rio,Kyerematen,Kyerematen,Midfielder,TOT,8.643227830622298,11.079220879628753,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1852583285651472,2.7050462647542557,1.2217867868336934,1.6812163960698365,1.8499200543993657,2.4359930490064556,,,,,,,0.0,0.0,Spurs,38
Lucá,Williams-Barnett,Williams-Barnett,Midfielder,TOT,8.643227830622298,11.079220879628753,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1852583285651472,2.7050462647542557,1.2217867868336934,1.6812163960698365,1.8499200543993657,2.4359930490064556,,,,,,,0.0,0.0,Spurs,38
Altay,Bayındır,Bayindir,Goalkeeper,MUN,8.846395572582221,11.076956999301785,,,,4.7,0.3,0.0,2.3,11,0,1.8,0.0,0.0,0.01,0.01,,118.4,10.0,0.0,12.8,0.0,0,0,0,11,6,0.0,0.0,0.0,0.0,0.0,0.0,1.046560471470523,2.3225794200619525,1.7143142020051827,1.805153092995661,1.9577883860489018,2.2305614267195644,,,,,,,0.0,0.0,Man Utd,38
Luke,Rawlings,Rawlings,Midfielder,WOL,8.65107395830388,11.068707410650557,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0565209993074545,2.4264493093703305,1.5903616192959131,1.708354183518839,1.8693878468113425,2.4176334523466774,,,,,,,0.0,0.0,Wolves,38
Ethan,Sutherland,Sutherland,Midfielder,WOL,8.65107395830388,11.068707410650557,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0565209993074545,2.4264493093703305,1.5903616192959131,1.708354183518839,1.8693878468113425,2.4176334523466774,,,,,,,0.0,0.0,Wolves,38
Jack,Fletcher,J.Fletcher,Midfielder,MUN,8.790255250034146,11.046561792662878,,,,4.3,0.1,0.0,0.7,3,0,1.0,0.0,0.03,0.02,0.05,,18.6,24.4,5.0,4.8,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994616606539967,2.4511329498088994,1.6503150893833562,1.7545790737428988,1.9347664764449952,2.2563065426287316,,,,,,,0.0,0.0,Man Utd,38
Julio,Soler Barreto,Soler,Defender,BOU,8.350307145080984,11.021911593427966,100.0,100.0,,3.9,0.2,0.0,0.8,3,0,1.0,0.0,0.0,0.0,0.0,,1.8,2.5,2.0,0.6,0.0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.3034542189892349,1.8417632189441233,1.5461208153549548,1.6775273713562562,1.9814415204364155,2.6716044483469803,,,,,,,0.0,0.0,Bournemouth,38
Callum,Bates,Bates,Midfielder,EVE,8.560389351013807,11.017876628575962,,,,4.3,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0488800628259687,2.3047360643328654,1.6828470181783208,1.7173661800644908,1.8065600256121621,2.457487277562154,,,,,,,0.0,0.0,Everton,38
Eric,da Silva Moreira,Da Silva Moreira,Midfielder,NFO,8.18720291254238,11.009679586909726,100.0,100.0,,4.5,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.4241461026018452,2.093016502104854,1.2218161465378161,1.5435371821850692,1.9046869791127958,2.822476674367346,,,,,,,0.0,0.0,Nott'm Forest,38
Jayce,Fitzgerald,Fitzgerald,Midfielder,MUN,8.5674004714444,11.002808479749628,,,,4.3,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0568394327235724,2.2811451393274735,1.6780507209941622,1.8088554933939023,1.7425096850052892,2.435408008305229,,,,,,,0.0,0.0,Man Utd,38
Freddie,Simmonds,Simmonds,Defender,BHA,8.786238519753443,11.001250297821851,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.983743462457482,2.2314177711896948,1.3511216426768284,1.4947258075585155,2.7252298358709206,2.2150117780684093,,,,,,,0.0,0.0,Brighton,38
Harrison,Jones,H.Jones,Midfielder,SUN,8.727294132866108,10.99752180918761,,,,4.3,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0196227345802242,2.2827030380864497,1.331012879590998,1.553784833532684,2.5401706470757515,2.2702276763215017,,,,,,,0.0,0.0,Sunderland,38
Harvey,Elliott,Elliott,Midfielder,AVL,8.504539303636385,10.96629728346954,100.0,100.0,,5.1,0.2,0.0,1.0,5,0,1.0,0.0,0.24,0.07,0.31,,11.8,31.7,31.0,7.4,0.0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.3906899759750098,1.7442960498946718,1.6148362874894318,1.510459847917776,2.2442571423594955,2.4617579798331546,,,,,,,0.0,0.0,Aston Villa,38
Christantus,Uche,Uche,Forward,CRY,9.127617100571563,10.953786366803785,,,,5.5,0.1,0.0,3.1,17,0,1.2,0.0,0.28,0.01,0.29,,13.2,7.1,73.0,8.8,0.0,0,1,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0696400789254414,2.3157350941112473,1.6635546043456266,1.7285705866824823,2.350116736506764,1.8261692662322215,,,,,,,0.0,0.0,Crystal Palace,38
Daniel,Bentley,Bentley,Goalkeeper,WOL,8.53524944966323,10.940681816084892,100.0,100.0,,3.9,0.5,0.0,1.5,6,0,2.0,0.0,0.0,0.0,0.0,,65.4,0.0,0.0,6.5,0.0,0,0,0,7,3,0.0,0.0,0.0,0.0,0.0,0.0,1.3820770602413268,1.8579284711220023,1.519939054597312,1.7951452745882621,1.9801595891143264,2.405432366421662,,,,,,,0.0,0.0,Wolves,38
Asher,Agbinone,Agbinone,Midfielder,CRY,8.674833063933237,10.918524775497955,,,,4.3,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.05102315645513,2.2951083742776004,1.3266138300968304,1.5728099278948906,2.4292777752087855,2.243691711564719,,,,,,,0.0,0.0,Crystal Palace,38
Charlie,Tasker,Tasker,Defender,BHA,8.65805453861347,10.86369970536164,,,,3.8,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9774555653435438,2.1501126264110058,1.3793853135884098,1.4702819254209052,2.6808191078496044,2.20564516674817,,,,,,,0.0,0.0,Brighton,38
TJ,Carroll,Carroll,Defender,AVL,8.532441480581209,10.774938192110007,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0141606595672126,1.7576271528251648,1.6599011985369838,1.649830995623368,2.45092147402848,2.242496711528797,,,,,,,0.0,0.0,Aston Villa,38
Leon,Routh,Leon Routh,Defender,AVL,8.532441480581209,10.774938192110007,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0141606595672126,1.7576271528251648,1.6599011985369838,1.649830995623368,2.45092147402848,2.242496711528797,,,,,,,0.0,0.0,Aston Villa,38
Armando,Broja,Broja,Forward,BUR,9.484674983799358,10.747813812420542,100.0,100.0,,5.2,0.1,0.0,8.3,43,0,1.8,0.0,0.23,0.02,0.25,,102.0,78.9,207.0,38.5,0.0,1,1,1,27,8,0.0,0.0,0.0,0.0,0.0,0.0,1.5461144556251984,1.8592368241370008,1.8473039298786478,1.9851542291350375,2.246865545023475,1.2631388286211829,,,,,,,0.0,0.0,Burnley,38
Romelle,Donovan,Donovan,Midfielder,BRE,8.822024420071962,10.725245294686767,,,,4.4,0.1,0.0,0.9,4,0,1.0,0.0,0.21,0.02,0.23,,8.4,11.5,21.0,4.2,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9546507332483287,2.0490109823339617,1.6470918597512842,1.6826067334457293,2.488664111292658,1.9032208746148043,,,,,,,0.0,0.0,Brentford,38
Owen,Bevan,Bevan,Defender,BOU,8.325174490788532,10.692238411596021,,,,3.8,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0256639157877547,1.9633528355525394,1.667228892733625,1.7713603983668922,1.8975684483477206,2.367063920807489,,,,,,,0.0,0.0,Bournemouth,38
Nathan,Fraser,Fraser,Forward,WOL,8.331865070886991,10.639162602354782,,,,4.2,1.7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0446844941906193,1.8666991190265716,1.9548120894886927,1.7250306263103445,1.7406387418707636,2.307297531467791,,,,,,,0.0,0.0,Wolves,38
Travis,Patterson,Patterson,Defender,AVL,8.368148664090304,10.589130973938545,,,,3.9,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.010723185719796,1.7254983574919094,1.6363482198569255,1.6376619486814623,2.357916952340211,2.22098230984824,,,,,,,0.0,0.0,Aston Villa,38
Marli,Salmon,Salmon,Defender,ARS,8.186068445935476,10.542835577366095,,,,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0299206141817168,1.9484281900544111,1.6371394432203978,1.709163818386707,1.8614163800922434,2.3567671314306193,,,,,,,0.0,0.0,Arsenal,38
Seth,Ridgeon,Ridgeon,Midfielder,FUL,8.173254295624577,10.528315185843951,,,,4.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0608717443314122,2.517318863232008,1.2415548372728256,1.6457702689147518,1.7077385818735809,2.355060890219374,,,,,,,0.0,0.0,Fulham,38
Max,Alleyne,Alleyne,Defender,MCI,8.067999857162022,10.512239347297065,100.0,100.0,,3.9,0.0,0.0,1.3,5,0,2.5,0.0,0.17,0.04,0.21,,34.0,14.8,26.0,7.5,0.0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.287181889892827,1.9324886145181255,1.3534633164632324,1.6247047034584643,1.8701613328293722,2.444239490135044,,,,,,,0.0,0.0,Man City,38
Mamadou,Sarr,M.Sarr,Defender,CHE,8.357826884425801,10.511553673861236,100.0,100.0,,4.5,0.0,0.0,0.7,3,0,1.0,0.0,0.32,0.0,0.32,,6.4,0.1,7.0,1.3,0.0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,1.3280412605636405,1.6917258814081255,1.7710704025422468,1.7234392228643858,1.8435501170474027,2.1537267894354346,,,,,,,0.0,0.0,Chelsea,38
Brayden,Clarke,Clarke,Defender,ARS,8.079353715124059,10.50684126507415,,,,3.7,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0292590888589848,1.8010860972760212,1.631138104400872,1.7883889019339765,1.8294815226542052,2.427487549950092,,,,,,,0.0,0.0,Arsenal,38
